#HEADER
#TITLES
,,Axial Displacement,Axial Load
#UNITS
,,mm,N
#DATATYPES
Huge,Double,Float,Float
#DATA
9377,45.78125,-0.3023,-1350
9378,45.78614,-0.2693,-1238
9379,45.79102,-0.1859,-1065
9380,45.79590,-0.1264,-967.9
9381,45.80079,-0.1878,-1144
9382,45.80567,-0.4232,-1577
9383,45.81055,-0.7832,-2088
9384,45.81543,-1.123,-2515
9385,45.82032,-1.292,-2672
9386,45.82520,-1.247,-2476
9387,45.83008,-1.026,-2017
9388,45.83497,-0.7145,-1530
9389,45.83985,-0.4671,-1214
9390,45.84473,-0.3746,-1136
9391,45.84961,-0.4094,-1254
9392,45.85450,-0.512,-1465
9393,45.85938,-0.6009,-1611
9394,45.86426,-0.6174,-1607
9395,45.86915,-0.5752,-1498
9396,45.87403,-0.5093,-1362
9397,45.87891,-0.4571,-1279
9398,45.88379,-0.4333,-1249
9399,45.88868,-0.4113,-1209
9400,45.89356,-0.3444,-1091
9401,45.89844,-0.2162,-900.7
9402,45.90333,-0.06595,-709.1
9403,45.90821,0.02565,-583.2
9404,45.91309,0.0229,-651.9
9405,45.91797,-0.06229,-876.3
9406,45.92286,-0.1786,-1080
9407,45.92774,-0.2382,-1159
9408,45.93262,-0.2024,-1043
9409,45.93750,-0.08244,-801.5
9410,45.94239,0.0687,-464.9
9411,45.94727,0.1685,-203
9412,45.95215,0.1924,-183.2
9413,45.95704,0.1722,-302.3
9414,45.96192,0.1466,-412.2
9415,45.96680,0.153,-361
9416,45.97168,0.2052,-132.1
9417,45.97657,0.2785,122.9
9418,45.98145,0.3233,235.1
9419,45.98633,0.2959,41.22
9420,45.99122,0.1731,-490
9421,45.99610,-0.04488,-1012
9422,46.00098,-0.3069,-1395
9423,46.00586,-0.5615,-1743
9424,46.01075,-0.7429,-1956
9425,46.01563,-0.807,-1995
9426,46.02051,-0.752,-1827
9427,46.02540,-0.5816,-1485
9428,46.03028,-0.3563,-1131
9429,46.03516,-0.1933,-920.6
9430,46.04004,-0.1731,-953.4
9431,46.04493,-0.3014,-1242
9432,46.04981,-0.5322,-1635
9433,46.05469,-0.7145,-1885
9434,46.05958,-0.7346,-1843
9435,46.06446,-0.5835,-1501
9436,46.06934,-0.3243,-1074
9437,46.07422,-0.1292,-816.7
9438,46.07911,-0.1282,-906.1
9439,46.08399,-0.3591,-1372
9440,46.08887,-0.7575,-2007
9441,46.09375,-1.145,-2531
9442,46.09864,-1.354,-2758
9443,46.10352,-1.366,-2676
9444,46.10840,-1.253,-2393
9445,46.11329,-1.085,-2080
9446,46.11817,-0.9636,-1901
9447,46.12305,-0.9196,-1855
9448,46.12793,-0.9169,-1869
9449,46.13282,-0.9206,-1883
9450,46.13770,-0.9096,-1855
9451,46.14258,-0.8867,-1812
9452,46.14747,-0.8702,-1783
9453,46.15235,-0.8702,-1804
9454,46.15723,-0.8693,-1792
9455,46.16211,-0.8088,-1672
9456,46.16700,-0.632,-1381
9457,46.17188,-0.3481,-1006
9458,46.17676,-0.02473,-552.6
9459,46.18165,0.2363,87.78
9460,46.18653,0.3591,437.4
9461,46.19141,0.349,264.9
9462,46.19629,0.2244,-303
9463,46.20118,0.01374,-887.7
9464,46.20606,-0.2162,-1230
9465,46.21094,-0.4067,-1488
9466,46.21583,-0.512,-1598
9467,46.22071,-0.5249,-1571
9468,46.22559,-0.4351,-1350
9469,46.23047,-0.2473,-1017
9470,46.23536,-0.01832,-644.2
9471,46.24024,0.1594,-221.4
9472,46.24512,0.2253,-54.96
9473,46.25000,0.196,-257.2
9474,46.25489,0.1117,-573.2
9475,46.25977,0.04855,-741.2
9476,46.26465,0.08793,-544.2
9477,46.26954,0.262,121.4
9478,46.27442,0.5322,1114
9479,46.27930,0.8088,2146
9480,46.28418,1.017,2727
9481,46.28907,1.128,2927
9482,46.29395,1.178,3083
9483,46.29883,1.212,3198
9484,46.30372,1.247,3355
9485,46.30860,1.284,3517
9486,46.31348,1.302,3533
9487,46.31836,1.277,3252
9488,46.32325,1.214,2738
9489,46.32813,1.127,2183
9490,46.33301,1.036,1698
9491,46.33790,0.9435,1270
9492,46.34278,0.8335,806.8
9493,46.34766,0.6906,277.1
9494,46.35254,0.5331,-215.3
9495,46.35743,0.425,-487.8
9496,46.36231,0.4131,-425.9
9497,46.36719,0.5065,29.77
9498,46.37208,0.6842,779.3
9499,46.37696,0.8674,1532
9500,46.38184,0.9718,1945
9501,46.38672,0.9938,1966
9502,46.39161,0.9792,1827
9503,46.39649,0.9801,1854
9504,46.40137,1.043,2262
9505,46.40625,1.17,2946
9506,46.41114,1.296,3604
9507,46.41602,1.354,3811
9508,46.42090,1.336,3541
9509,46.42579,1.291,3142
9510,46.43067,1.273,3042
9511,46.43555,1.336,3646
9512,46.44043,1.478,4574
9513,46.44532,1.599,5208
9514,46.45020,1.595,4842
9515,46.45508,1.404,3122
9516,46.45997,1.039,1152
9517,46.46485,0.6183,-266.4
9518,46.46973,0.3004,-984.7
9519,46.47461,0.1685,-1095
9520,46.47950,0.1924,-979.3
9521,46.48438,0.3298,-526.7
9522,46.48926,0.5377,216
9523,46.49415,0.7584,1044
9524,46.49903,0.9599,1867
9525,46.50391,1.096,2433
9526,46.50879,1.137,2539
9527,46.51368,1.069,1963
9528,46.51856,0.8665,882.4
9529,46.52344,0.5789,-198.5
9530,46.52833,0.3078,-909.9
9531,46.53321,0.1484,-1129
9532,46.53809,0.1108,-1128
9533,46.54297,0.1301,-1059
9534,46.54786,0.1411,-1037
9535,46.55274,0.06687,-1201
9536,46.55762,-0.1145,-1464
9537,46.56250,-0.3279,-1715
9538,46.56739,-0.4507,-1820
9539,46.57227,-0.4369,-1716
9540,46.57715,-0.3123,-1446
9541,46.58204,-0.1539,-1181
9542,46.58692,-0.08335,-1105
9543,46.59180,-0.1466,-1275
9544,46.59668,-0.3307,-1629
9545,46.60157,-0.5478,-1949
9546,46.60645,-0.6815,-2082
9547,46.61133,-0.7053,-2056
9548,46.61622,-0.6687,-1943
9549,46.62110,-0.6229,-1843
9550,46.62598,-0.6146,-1838
9551,46.63086,-0.6513,-1933
9552,46.63575,-0.6906,-2001
9553,46.64063,-0.6641,-1906
9554,46.64551,-0.5102,-1574
9555,46.65040,-0.24,-1144
9556,46.65528,0.07969,-685.5
9557,46.66016,0.3719,25.19
9558,46.66504,0.5816,708.4
9559,46.66993,0.7053,1092
9560,46.67481,0.763,1262
9561,46.67969,0.7777,1263
9562,46.68458,0.7648,1145
9563,46.68946,0.7328,938.9
9564,46.69434,0.6897,719.8
9565,46.69922,0.6531,564.1
9566,46.70411,0.6412,532
9567,46.70899,0.6494,593.9
9568,46.71387,0.6613,660.3
9569,46.71875,0.654,598.4
9570,46.72364,0.6128,374
9571,46.72852,0.5468,104.6
9572,46.73340,0.4836,-106.9
9573,46.73829,0.4461,-222.9
9574,46.74317,0.4186,-303.8
9575,46.74805,0.3453,-571.7
9576,46.75293,0.1676,-993.8
9577,46.75782,-0.1081,-1396
9578,46.76270,-0.3856,-1740
9579,46.76758,-0.5313,-1884
9580,46.77247,-0.48,-1691
9581,46.77735,-0.2436,-1240
9582,46.78223,0.0861,-732.8
9583,46.78711,0.3188,-219.8
9584,46.79200,0.3499,-230.5
9585,46.79688,0.1914,-812.2
9586,46.80176,-0.07328,-1268
9587,46.80665,-0.2446,-1489
9588,46.81153,-0.2244,-1359
9589,46.81641,-0.02931,-979.3
9590,46.82129,0.2336,-448.8
9591,46.82618,0.3774,-38.93
9592,46.83106,0.3389,-337.4
9593,46.83594,0.1374,-929.7
9594,46.84083,-0.09343,-1299
9595,46.84571,-0.1695,-1337
9596,46.85059,-0.03389,-1045
9597,46.85547,0.2775,-277.8
9598,46.86036,0.632,933.5
9599,46.86524,0.8793,1841
9600,46.87012,0.9792,2154
9601,46.87500,1.003,2195
9602,46.87989,1.052,2438
9603,46.88477,1.204,3220
9604,46.88965,1.448,4459
9605,46.89454,1.656,5645
9606,46.89942,1.7,5587
9607,46.90430,1.517,3725
9608,46.90918,1.125,1431
9609,46.91407,0.6787,-113.7
9610,46.91895,0.3838,-814.5
9611,46.92383,0.3096,-853.4
9612,46.92872,0.3865,-512.2
9613,46.93360,0.5267,31.3
9614,46.93848,0.6192,338.1
9615,46.94336,0.6201,271
9616,46.94825,0.578,45.8
9617,46.95313,0.5624,17.56
9618,46.95801,0.6549,499.2
9619,46.96290,0.8628,1382
9620,46.96778,1.085,2351
9621,46.97266,1.188,2749
9622,46.97754,1.117,2102
9623,46.98243,0.8812,835.8
9624,46.98731,0.5853,-229
9625,46.99219,0.4049,-694.6
9626,46.99708,0.4012,-571.7
9627,47.00196,0.5413,51.14
9628,47.00684,0.752,890
9629,47.01172,0.8949,1433
9630,47.01661,0.9123,1395
9631,47.02149,0.8345,906.8
9632,47.02637,0.7209,391.6
9633,47.03125,0.6613,202.3
9634,47.03614,0.6879,399.2
9635,47.04102,0.7713,828.2
9636,47.04590,0.8418,1136
9637,47.05079,0.8271,966.4
9638,47.05567,0.7053,316.8
9639,47.06055,0.5065,-429
9640,47.06543,0.327,-892.3
9641,47.07032,0.24,-1013
9642,47.07520,0.2345,-967.1
9643,47.08008,0.2656,-855.7
9644,47.08497,0.2904,-774.8
9645,47.08985,0.2766,-845
9646,47.09473,0.2253,-993.1
9647,47.09961,0.1731,-1076
9648,47.10450,0.1676,-1047
9649,47.10938,0.2308,-861.8
9650,47.11426,0.3472,-477.8
9651,47.11915,0.4846,2.29
9652,47.12403,0.6183,480.1
9653,47.12891,0.7447,944.2
9654,47.13379,0.872,1462
9655,47.13868,1.017,2090
9656,47.14356,1.134,2603
9657,47.14844,1.16,2592
9658,47.15333,1.053,1801
9659,47.15821,0.8033,572.5
9660,47.16309,0.5074,-428.2
9661,47.16797,0.3233,-867.9
9662,47.17286,0.3398,-666.4
9663,47.17774,0.5551,208.4
9664,47.18262,0.8931,1601
9665,47.18750,1.176,2878
9666,47.19239,1.266,3172
9667,47.19727,1.158,2252
9668,47.20215,0.905,931.2
9669,47.20704,0.6723,91.6
9670,47.21192,0.6091,7.633
9671,47.21680,0.7401,701.5
9672,47.22168,1.019,2056
9673,47.22657,1.323,3648
9674,47.23145,1.52,4681
9675,47.23633,1.574,4824
9676,47.24122,1.545,4446
9677,47.24610,1.502,4020
9678,47.25098,1.499,4042
9679,47.25586,1.56,4666
9680,47.26075,1.663,5507
9681,47.26563,1.754,6065
9682,47.27051,1.78,6094
9683,47.27540,1.754,5675
9684,47.28028,1.702,5072
9685,47.28516,1.653,4612
9686,47.29004,1.638,4513
9687,47.29493,1.657,4755
9688,47.29981,1.705,5278
9689,47.30469,1.766,5926
9690,47.30958,1.833,6496
9691,47.31446,1.884,6800
9692,47.31934,1.888,6644
9693,47.32422,1.818,5719
9694,47.32911,1.653,4052
9695,47.33399,1.417,2530
9696,47.33887,1.22,1598
9697,47.34375,1.166,1563
9698,47.34864,1.308,2526
9699,47.35352,1.631,4936
9700,47.35840,2.022,7988
9701,47.36329,2.316,9531
9702,47.36817,2.371,9126
9703,47.37305,2.148,6144
9704,47.37793,1.684,2498
9705,47.38282,1.151,411.4
9706,47.38770,0.7832,-596.9
9707,47.39258,0.6668,-717.5
9708,47.39747,0.7493,-274.8
9709,47.40235,0.9499,564.1
9710,47.40723,1.14,1321
9711,47.41211,1.202,1484
9712,47.41700,1.123,957.2
9713,47.42188,0.9297,67.93
9714,47.42676,0.7062,-653.4
9715,47.43165,0.5642,-955.7
9716,47.43653,0.5349,-928.2
9717,47.44141,0.5844,-712.2
9718,47.44629,0.6687,-387
9719,47.45118,0.7227,-208.4
9720,47.45606,0.6943,-401.5
9721,47.46094,0.5606,-896.1
9722,47.46583,0.3453,-1267
9723,47.47071,0.1246,-1514
9724,47.47559,-0.02382,-1657
9725,47.48047,-0.06503,-1644
9726,47.48536,-0.006412,-1475
9727,47.49024,0.1566,-1161
9728,47.49512,0.3948,-757.2
9729,47.50000,0.6641,-3.817
9730,47.50489,0.937,973.2
9731,47.50977,1.18,1917
9732,47.51465,1.35,2645
9733,47.51954,1.423,2905
9734,47.52442,1.401,2623
9735,47.52930,1.295,1882
9736,47.53418,1.134,1066
9737,47.53907,0.9984,547.3
9738,47.54395,0.9554,454.2
9739,47.54883,1.02,871.7
9740,47.55372,1.194,1779
9741,47.55860,1.419,2975
9742,47.56348,1.619,4053
9743,47.56836,1.725,4556
9744,47.57325,1.723,4335
9745,47.57813,1.61,3271
9746,47.58301,1.367,1775
9747,47.58790,1.02,329
9748,47.59278,0.61,-843.5
9749,47.59766,0.1905,-1467
9750,47.60254,-0.1548,-1846
9751,47.60743,-0.3691,-2067
9752,47.61231,-0.4516,-2096
9753,47.61719,-0.4626,-2066
9754,47.62208,-0.4626,-2041
9755,47.62696,-0.5285,-2172
9756,47.63184,-0.7145,-2436
9757,47.63672,-0.9801,-2760
9758,47.64161,-1.226,-3019
9759,47.64649,-1.345,-3080
9760,47.65137,-1.324,-2926
9761,47.65625,-1.205,-2629
9762,47.66114,-1.041,-2330
9763,47.66602,-0.9196,-2147
9764,47.67090,-0.8555,-2062
9765,47.67579,-0.7887,-1952
9766,47.68067,-0.6247,-1697
9767,47.68555,-0.3188,-1265
9768,47.69043,0.08244,-780.9
9769,47.69532,0.4342,-113.7
9770,47.70020,0.5853,290.1
9771,47.70508,0.4928,-263.3
9772,47.70997,0.1658,-1092
9773,47.71485,-0.2739,-1701
9774,47.71973,-0.6229,-2146
9775,47.72461,-0.7694,-2272
9776,47.72950,-0.7465,-2153
9777,47.73438,-0.6366,-1910
9778,47.73926,-0.5322,-1735
9779,47.74415,-0.5221,-1758
9780,47.74903,-0.6311,-2009
9781,47.75391,-0.8326,-2369
9782,47.75879,-1.044,-2657
9783,47.76368,-1.184,-2811
9784,47.76856,-1.229,-2813
9785,47.77344,-1.201,-2696
9786,47.77833,-1.116,-2488
9787,47.78321,-0.9975,-2260
9788,47.78809,-0.8775,-2061
9789,47.79297,-0.7896,-1937
9790,47.79786,-0.7548,-1905
9791,47.80274,-0.7685,-1959
9792,47.80762,-0.829,-2108
9793,47.81250,-0.9187,-2282
9794,47.81739,-1.004,-2432
9795,47.82227,-1.052,-2491
9796,47.82715,-1.049,-2453
9797,47.83204,-0.9883,-2290
9798,47.83692,-0.8464,-1996
9799,47.84180,-0.6165,-1626
9800,47.84668,-0.305,-1187
9801,47.85157,0.06503,-748
9802,47.85645,0.4397,58.78
9803,47.86133,0.7401,1034
9804,47.86622,0.8995,1521
9805,47.87110,0.9132,1423
9806,47.87598,0.8033,779.3
9807,47.88086,0.599,-61.83
9808,47.88575,0.3682,-734.3
9809,47.89063,0.1685,-1086
9810,47.89551,0.02107,-1257
9811,47.90040,-0.08244,-1388
9812,47.90528,-0.1548,-1462
9813,47.91016,-0.196,-1501
9814,47.91504,-0.2015,-1479
9815,47.91993,-0.175,-1406
9816,47.92481,-0.1346,-1318
9817,47.92969,-0.1136,-1288
9818,47.93458,-0.1566,-1404
9819,47.93946,-0.2775,-1631
9820,47.94434,-0.447,-1867
9821,47.94922,-0.5981,-2049
9822,47.95411,-0.6769,-2119
9823,47.95899,-0.6879,-2090
9824,47.96387,-0.6632,-2014
9825,47.96875,-0.6293,-1933
9826,47.97364,-0.599,-1874
9827,47.97852,-0.5734,-1820
9828,47.98340,-0.5148,-1700
9829,47.98829,-0.3893,-1479
9830,47.99317,-0.2162,-1215
9831,47.99805,-0.05954,-1013
9832,48.00293,0.007328,-956.4
9833,48.00782,-0.03206,-1080
9834,48.01270,-0.1685,-1356
9835,48.01758,-0.3536,-1663
9836,48.02247,-0.5175,-1899
9837,48.02735,-0.6229,-2037
9838,48.03223,-0.6897,-2118
9839,48.03711,-0.7465,-2192
9840,48.04200,-0.8042,-2266
9841,48.04688,-0.8491,-2311
9842,48.05176,-0.8399,-2246
9843,48.05665,-0.7484,-2025
9844,48.06153,-0.5826,-1714
9845,48.06641,-0.3984,-1434
9846,48.07129,-0.2766,-1279
9847,48.07618,-0.2409,-1263
9848,48.08106,-0.2583,-1323
9849,48.08594,-0.2885,-1392
9850,48.09083,-0.2867,-1374
9851,48.09571,-0.2354,-1256
9852,48.10059,-0.1575,-1130
9853,48.10547,-0.09984,-1066
9854,48.11036,-0.09801,-1098
9855,48.11524,-0.1411,-1205
9856,48.12012,-0.1969,-1314
9857,48.12500,-0.2262,-1358
9858,48.12989,-0.2217,-1337
9859,48.13477,-0.2098,-1306
9860,48.13965,-0.2226,-1346
9861,48.14454,-0.2794,-1470
9862,48.14942,-0.3609,-1608
9863,48.15430,-0.4149,-1682
9864,48.15918,-0.4113,-1640
9865,48.16407,-0.3646,-1527
9866,48.16895,-0.3178,-1434
9867,48.17383,-0.3169,-1455
9868,48.17872,-0.3691,-1584
9869,48.18360,-0.4278,-1693
9870,48.18848,-0.4113,-1621
9871,48.19336,-0.2656,-1295
9872,48.19825,-0.01924,-906.1
9873,48.20313,0.1924,-623.6
9874,48.20801,0.2409,-625.2
9875,48.21290,0.08335,-1007
9876,48.21778,-0.2446,-1551
9877,48.22266,-0.5899,-2040
9878,48.22754,-0.7804,-2266
9879,48.23243,-0.7914,-2196
9880,48.23731,-0.687,-1951
9881,48.24219,-0.5679,-1736
9882,48.24708,-0.5404,-1729
9883,48.25196,-0.6311,-1949
9884,48.25684,-0.7923,-2249
9885,48.26172,-0.8977,-2383
9886,48.26661,-0.8638,-2240
9887,48.27149,-0.6879,-1863
9888,48.27637,-0.4259,-1435
9889,48.28125,-0.1869,-1114
9890,48.28614,-0.04213,-948
9891,48.29102,0.01374,-903.8
9892,48.29590,0.03298,-896.1
9893,48.30079,0.04488,-889.3
9894,48.30567,0.05862,-874.8
9895,48.31055,0.05496,-901.5
9896,48.31543,0,-1039
9897,48.32032,-0.1182,-1266
9898,48.32520,-0.2638,-1501
9899,48.33008,-0.3792,-1666
9900,48.33497,-0.4406,-1738
9901,48.33985,-0.4736,-1775
9902,48.34473,-0.5203,-1853
9903,48.34961,-0.6229,-2018
9904,48.35450,-0.7758,-2245
9905,48.35938,-0.9132,-2425
9906,48.36426,-0.9618,-2446
9907,48.36915,-0.9086,-2282
9908,48.37403,-0.774,-1995
9909,48.37891,-0.6183,-1734
9910,48.38379,-0.523,-1606
9911,48.38868,-0.4955,-1588
9912,48.39356,-0.4992,-1611
9913,48.39844,-0.4946,-1604
9914,48.40333,-0.4671,-1544
9915,48.40821,-0.4415,-1513
9916,48.41309,-0.4955,-1666
9917,48.41797,-0.6998,-2082
9918,48.42286,-1.02,-2608
9919,48.42774,-1.321,-2990
9920,48.43262,-1.448,-3062
9921,48.43750,-1.345,-2740
9922,48.44239,-1.041,-2149
9923,48.44727,-0.6558,-1582
9924,48.45215,-0.3774,-1244
9925,48.45704,-0.294,-1195
9926,48.46192,-0.3527,-1361
9927,48.46680,-0.4635,-1574
9928,48.47168,-0.5047,-1615
9929,48.47657,-0.4094,-1383
9930,48.48145,-0.2006,-1033
9931,48.48633,0.02382,-758.7
9932,48.49122,0.1411,-641.9
9933,48.49610,0.1346,-718.3
9934,48.50098,0.04488,-926.7
9935,48.50586,-0.07603,-1137
9936,48.51075,-0.1667,-1272
9937,48.51563,-0.2226,-1350
9938,48.52051,-0.2812,-1443
9939,48.52540,-0.3792,-1598
9940,48.53028,-0.5065,-1781
9941,48.53516,-0.5917,-1880
9942,48.54004,-0.5707,-1779
9943,48.54493,-0.4232,-1462
9944,48.54981,-0.1896,-1081
9945,48.55469,0.005496,-822.9
9946,48.55958,0.06687,-783.2
9947,48.56446,0,-963.3
9948,48.56934,-0.1475,-1240
9949,48.57422,-0.2601,-1406
9950,48.57911,-0.2565,-1347
9951,48.58399,-0.1411,-1093
9952,48.58887,0.03298,-802.2
9953,48.59375,0.1484,-643.5
9954,48.59864,0.1594,-673.2
9955,48.60352,0.1017,-831.2
9956,48.60840,0.0403,-943.5
9957,48.61329,0.05496,-886.2
9958,48.61817,0.1713,-599.2
9959,48.62305,0.3371,-153.4
9960,48.62793,0.4351,104.6
9961,48.63282,0.3911,-199.2
9962,48.63770,0.1969,-822.1
9963,48.64258,-0.07786,-1277
9964,48.64747,-0.2748,-1523
9965,48.65235,-0.3096,-1514
9966,48.65723,-0.196,-1239
9967,48.66211,0.01832,-879.3
9968,48.66700,0.2235,-500
9969,48.67188,0.3279,-246.5
9970,48.67676,0.327,-322.9
9971,48.68165,0.2482,-637.4
9972,48.68653,0.1163,-944.2
9973,48.69141,-0.03572,-1183
9974,48.69629,-0.1988,-1427
9975,48.70118,-0.381,-1687
9976,48.70606,-0.5771,-1956
9977,48.71094,-0.752,-2177
9978,48.71583,-0.8454,-2265
9979,48.72071,-0.8381,-2187
9980,48.72559,-0.7337,-1939
9981,48.73047,-0.5569,-1618
9982,48.73536,-0.3728,-1342
9983,48.74024,-0.2446,-1176
9984,48.74512,-0.1869,-1118
9985,48.75000,-0.164,-1102
9986,48.75489,-0.1466,-1082
9987,48.75977,-0.1026,-1008
9988,48.76465,-0.0174,-880.1
9989,48.76954,0.08793,-739.6
9990,48.77442,0.1704,-621.3
9991,48.77930,0.1924,-616
9992,48.78418,0.142,-780.1
9993,48.78907,0.01557,-1038
9994,48.79395,-0.1566,-1321
9995,48.79883,-0.3316,-1580
9996,48.80372,-0.4736,-1769
9997,48.80860,-0.5697,-1891
9998,48.81348,-0.6366,-1972
9999,48.81836,-0.6925,-2043
10000,48.82325,-0.7484,-2114
10001,48.82813,-0.7896,-2160
10002,48.83301,-0.7914,-2123
10003,48.83790,-0.7145,-1929
10004,48.84278,-0.5395,-1592
10005,48.84766,-0.305,-1227
10006,48.85254,-0.1072,-970.2
10007,48.85743,-0.04671,-941.9
10008,48.86231,-0.1704,-1237
10009,48.86719,-0.4726,-1766
10010,48.87208,-0.8354,-2306
10011,48.87696,-1.063,-2580
10012,48.88184,-1.049,-2430
10013,48.88672,-0.7786,-1863
10014,48.89161,-0.3224,-1179
10015,48.89649,0.1319,-551.9
10016,48.90137,0.3865,24.43
10017,48.90626,0.3948,-108.4
10018,48.91114,0.1969,-788.5
10019,48.91602,-0.1154,-1307
10020,48.92090,-0.371,-1646
10021,48.92579,-0.4754,-1748
10022,48.93067,-0.458,-1654
10023,48.93555,-0.3719,-1468
10024,48.94043,-0.2693,-1284
10025,48.94532,-0.1905,-1166
10026,48.95020,-0.1301,-1076
10027,48.95508,-0.05313,-954.9
10028,48.95997,0.06595,-779.3
10029,48.96485,0.2098,-510.7
10030,48.96973,0.3178,-235.9
10031,48.97461,0.3472,-200.8
10032,48.97950,0.3087,-399.2
10033,48.98438,0.2436,-629
10034,48.98926,0.218,-673.2
10035,48.99415,0.2931,-360.3
10036,48.99903,0.4708,288.5
10037,49.00391,0.6742,967.9
10038,49.00879,0.7813,1275
10039,49.01368,0.7447,948
10040,49.01856,0.5688,107.6
10041,49.02344,0.3188,-682.4
10042,49.02833,0.1401,-1017
10043,49.03321,0.09893,-1012
10044,49.03809,0.1713,-822.9
10045,49.04297,0.284,-482.4
10046,49.04786,0.3224,-432
10047,49.05274,0.1859,-893.8
10048,49.05762,-0.1603,-1482
10049,49.06251,-0.6229,-2092
10050,49.06739,-1.037,-2624
10051,49.07227,-1.266,-2864
10052,49.07715,-1.289,-2795
10053,49.08204,-1.163,-2475
10054,49.08692,-0.9544,-2093
10055,49.09180,-0.7795,-1837
10056,49.09668,-0.7145,-1773
10057,49.10157,-0.7493,-1886
10058,49.10645,-0.8555,-2114
10059,49.11133,-0.9819,-2336
10060,49.11622,-1.067,-2460
10061,49.12110,-1.096,-2485
10062,49.12598,-1.091,-2446
10063,49.13086,-1.061,-2362
10064,49.13575,-1.006,-2233
10065,49.14063,-0.9105,-2041
10066,49.14551,-0.7658,-1789
10067,49.15040,-0.5862,-1522
10068,49.15528,-0.4278,-1325
10069,49.16016,-0.3636,-1281
10070,49.16504,-0.4278,-1459
10071,49.16993,-0.6302,-1853
10072,49.17481,-0.9059,-2293
10073,49.17969,-1.112,-2582
10074,49.18458,-1.161,-2586
10075,49.18946,-1.037,-2268
10076,49.19434,-0.7722,-1783
10077,49.19922,-0.4671,-1343
10078,49.20411,-0.2528,-1086
10079,49.20899,-0.1832,-1046
10080,49.21387,-0.2198,-1163
10081,49.21876,-0.3096,-1350
10082,49.22364,-0.3801,-1461
10083,49.22852,-0.3728,-1414
10084,49.23340,-0.2858,-1218
10085,49.23829,-0.1411,-973.2
10086,49.24317,0.00916,-780.9
10087,49.24805,0.1172,-658
10088,49.25293,0.1704,-593.1
10089,49.25782,0.1832,-594.6
10090,49.26270,0.1649,-673.2
10091,49.26758,0.1182,-797.7
10092,49.27247,0.0458,-941.9
10093,49.27735,-0.04213,-1094
10094,49.28223,-0.1273,-1225
10095,49.28711,-0.1869,-1305
10096,49.29200,-0.2226,-1350
10097,49.29688,-0.2519,-1392
10098,49.30176,-0.305,-1482
10099,49.30665,-0.4131,-1652
10100,49.31153,-0.5652,-1873
10101,49.31641,-0.7236,-2087
10102,49.32129,-0.8262,-2201
10103,49.32618,-0.8436,-2178
10104,49.33106,-0.7859,-2020
10105,49.33594,-0.6668,-1778
10106,49.34083,-0.5221,-1533
10107,49.34571,-0.382,-1324
10108,49.35059,-0.262,-1162
10109,49.35547,-0.1594,-1027
10110,49.36036,-0.07603,-927.4
10111,49.36524,-0.03298,-890
10112,49.37012,-0.05221,-966.4
10113,49.37501,-0.1548,-1191
10114,49.37989,-0.3279,-1496
10115,49.38477,-0.5038,-1757
10116,49.38965,-0.5954,-1864
10117,49.39454,-0.5743,-1766
10118,49.39942,-0.4452,-1482
10119,49.40430,-0.2427,-1143
10120,49.40918,-0.04946,-870.2
10121,49.41407,0.07145,-726.7
10122,49.41895,0.1099,-704.5
10123,49.42383,0.09893,-758
10124,49.42872,0.05771,-862.5
10125,49.43360,-0.00458,-988.5
10126,49.43848,-0.08702,-1138
10127,49.44336,-0.1905,-1308
10128,49.44825,-0.3041,-1483
10129,49.45313,-0.4076,-1628
10130,49.45801,-0.4681,-1699
10131,49.46290,-0.491,-1714
10132,49.46778,-0.4965,-1707
10133,49.47266,-0.5102,-1733
10134,49.47754,-0.5597,-1824
10135,49.48243,-0.6412,-1950
10136,49.48731,-0.72,-2055
10137,49.49219,-0.7502,-2068
10138,49.49708,-0.7309,-1997
10139,49.50196,-0.6916,-1902
10140,49.50684,-0.6833,-1901
10141,49.51172,-0.7557,-2079
10142,49.51661,-0.9086,-2340
10143,49.52149,-1.068,-2549
10144,49.52637,-1.131,-2588
10145,49.53126,-1.059,-2369
10146,49.53614,-0.8537,-1957
10147,49.54102,-0.5835,-1531
10148,49.54590,-0.3453,-1214
10149,49.55079,-0.1997,-1047
10150,49.55567,-0.1374,-993.8
10151,49.56055,-0.1145,-983.1
10152,49.56543,-0.1127,-1001
10153,49.57032,-0.1438,-1088
10154,49.57520,-0.2629,-1340
10155,49.58008,-0.5093,-1762
10156,49.58497,-0.8473,-2278
10157,49.58985,-1.187,-2760
10158,49.59473,-1.4,-3014
10159,49.59961,-1.427,-2952
10160,49.60450,-1.298,-2619
10161,49.60938,-1.069,-2188
10162,49.61426,-0.8464,-1856
10163,49.61915,-0.709,-1681
10164,49.62403,-0.6448,-1612
10165,49.62891,-0.5936,-1543
10166,49.63379,-0.4937,-1391
10167,49.63868,-0.3233,-1156
10168,49.64356,-0.1319,-919.8
10169,49.64844,-0.01374,-801.5
10170,49.65333,-0.01282,-863.3
10171,49.65821,-0.1127,-1088
10172,49.66309,-0.2656,-1353
10173,49.66797,-0.3728,-1504
10174,49.67286,-0.393,-1502
10175,49.67774,-0.3545,-1400
10176,49.68262,-0.3023,-1295
10177,49.68751,-0.2913,-1293
10178,49.69239,-0.3444,-1428
10179,49.69727,-0.4378,-1606
10180,49.70215,-0.5038,-1694
